Garden,WholePlotID,SplitPlotID,PlantID,Cyanotype,Cyanogenesis,Ac_ac,Li_li,Precipitation,Herbivores,Survived21,Flowered21,Seeded21,FlowerHeadNumber21,SeedSetMass21,MaxArea21,GrowthRate21,Herbivory21,SurvivedWinter,Survived22,Flowered22,Seeded22,FlowerHeadNumber22,SeedSetMass22,MaxArea22,GrowthRate22,Herbivory22
Louisiana,46,1,4,acli,Acyanogenic,ac,li,Control,Reduced,1,1,1,9,0.0217,264.13,0.022618829,4.2,NA,0,1,1,17,0.4264,645.92,NA,NA
Louisiana,46,2,1,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,10,0.005,159.33,0.045827076,1.066666667,NA,1,1,1,37,0.063,678.33,NA,6.2
Louisiana,46,2,2,acli,Acyanogenic,ac,li,Reduced,Reduced,1,1,1,25,0.0199,145.27,0.025279173,0,NA,1,1,1,36,0.0277,197.44,NA,2.533333333
Louisiana,46,2,3,AcLi,Cyanogenic,Ac,Li,Reduced,Reduced,1,1,0,3,0,210.17,0.042393604,2.2,NA,0,1,1,43,0.1168,818.1,NA,NA
Louisiana,46,2,4,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,33,0.1386,285.17,0.023634408,1.933333333,NA,1,1,1,20,0.0362,1088.49,NA,11.4
Louisiana,47,1,1,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,1,30,0.0763,231.4,0.025035037,1.066666667,NA,1,1,0,1,0,1101.94,NA,0.266666667
Louisiana,47,1,2,AcLi,Cyanogenic,Ac,Li,Control,Reduced,1,1,0,9,0,227.01,0.019331423,0.266666667,NA,0,1,1,42,0.4709,706.3,NA,NA
Louisiana,47,1,3,acli,Acyanogenic,ac,li,Control,Reduced,1,1,0,3,0,242.75,0.019727492,3.6,NA,0,0,0,0,0,546.03,NA,NA
Louisiana,47,1,4,Acli,Acyanogenic,Ac,li,Control,Reduced,1,1,1,4,0.0007,122.97,0.02570207,3.066666667,NA,0,1,1,31,0.4237,713.38,NA,NA
Louisiana,47,2,1,acli,Acyanogenic,ac,li,Reduced,Reduced,1,0,0,0,0,139.05,0.024471198,2.533333333,NA,0,1,1,3,0.0132,625.76,NA,0.4
Louisiana,47,2,2,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,1,1,28,0.326,643.47,0.01824787,2.333333333,NA,0,1,0,89,0,2309.68,NA,NA
Louisiana,47,2,3,Acli,Acyanogenic,Ac,li,Reduced,Reduced,1,0,0,0,0,161.77,0.017228799,0.466666667,NA,1,0,0,0,0,186.54,NA,0
Louisiana,47,2,4,acLi,Acyanogenic,ac,Li,Reduced,Reduced,1,1,1,40,0.1521,429.62,0.021941266,0.533333333,NA,0,1,1,22,0.0261,781.91,NA,1.933333333
Louisiana,48,1,1,AcLi,Cyanogenic,Ac,Li,Control,Reduced,1,1,1,5,0.0022,55.03,0.029483701,3.333333333,NA,1,1,1,30,0.0731,1218.53,0.002075059,11.13333333
Louisiana,48,1,2,acLi,Acyanogenic,ac,Li,Control,Reduced,1,1,0,1,0,226.9,0.027062776,7.133333333,NA,1,1,1,43,0.0814,986.17,NA,5
Louisiana,48,1,3,Acli,Acyanogenic,Ac,li,Control,Reduced,1,0,0,0,0,68.05,0.047042222,5.866666667,NA,1,1,1,6,0.0135,600.59,0.000565665,11
Louisiana,48,1,4,acli,Acyanogenic,ac,li,Control,Reduced,1,0,0,0,0,214.91,0.027141483,2.466666667,NA,0,1,0,5,0,1135.53,NA,NA
Louisiana,48,2,1,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,37.19,0.01131074,22.06666667,NA,1,0,0,0,0,463.81,NA,1.8
Louisiana,48,2,2,acLi,Acyanogenic,ac,Li,Reduced,Control,1,1,0,1,0,59.51,0.018543524,7.333333333,NA,1,1,1,16,0.0077,788.98,0.002777654,17.46666667
Louisiana,48,2,3,acli,Acyanogenic,ac,li,Reduced,Control,1,0,0,0,0,174.22,0.008674094,7,NA,0,1,1,15,0.1624,1494.88,NA,26.2
Louisiana,48,2,4,Acli,Acyanogenic,Ac,li,Reduced,Control,1,1,0,1,0,84.95,0.009956606,23.86666667,NA,0,1,1,52,0.0203,936.89,NA,10.33333333
